event_month,aar,std,n,se,t_stat,api,news,event,model,surprise
-12,0.021259567216981128,0.10864577190539323,848,0.0037309111248913624,5.698223974070186,1.0,Good,FYE,Simple (VW),TSUE
-11,0.04205363561320755,0.12104654109702684,848,0.004156755287281442,10.116938021798015,1.0420536356132075,Good,FYE,Simple (VW),TSUE
-10,0.013212709905660378,0.10421734606336852,848,0.0035788383571249967,3.6918990429829304,1.0558219880067037,Good,FYE,Simple (VW),TSUE
-9,-0.03879262382075471,0.11602553728010459,848,0.003984333308311203,-9.736289817881058,1.0148638828042782,Good,FYE,Simple (VW),TSUE
-8,-0.00749842570754717,0.09587075296546115,848,0.0032922151733802986,-2.2776232149638393,1.0072540013757973,Good,FYE,Simple (VW),TSUE
-7,-0.011054235849056602,0.1257445254435962,848,0.004318084732098163,-2.5599858582870683,0.9961195780846831,Good,FYE,Simple (VW),TSUE
-6,0.01824876768867924,0.098734230988805,848,0.003390547412415596,5.382248194452442,1.014297532855296,Good,FYE,Simple (VW),TSUE
-5,0.01734383490566038,0.104309342727902,848,0.003581997535555426,4.841944957667604,1.0318893418103565,Good,FYE,Simple (VW),TSUE
-4,-0.01125007900943396,0.1079258035567562,848,0.003706187310292865,-3.035485815352644,1.020280505185997,Good,FYE,Simple (VW),TSUE
-3,-0.002465327830188676,0.08509681380155742,848,0.002922236583504628,-0.8436441608132963,1.017765179261963,Good,FYE,Simple (VW),TSUE
-2,-0.022748055489964582,0.10146892390999315,847,0.003486513486586722,-6.524585542973134,0.9946130004883581,Good,FYE,Simple (VW),TSUE
-1,0.010363429245283023,0.1262350633875368,848,0.00433492987425264,2.390679790885826,1.0049206019453578,Good,FYE,Simple (VW),TSUE
0,0.03620668278301887,0.10580328135219712,848,0.0036332995985399025,9.965234575637275,1.0413054434021138,Good,FYE,Simple (VW),TSUE
1,-0.0253580554245283,0.10092080619861553,848,0.003465634713399545,-7.317001796664779,1.01489996225446,Good,FYE,Simple (VW),TSUE
2,-0.0020639009433962227,0.12024745858496827,848,0.004129314681156967,-0.4998168225866359,1.0128053092649103,Good,FYE,Simple (VW),TSUE
3,0.009337475177304965,0.10162975608999764,846,0.0034941029894440855,2.672352591069608,1.022262353699614,Good,FYE,Simple (VW),TSUE
4,-0.005464773696682467,0.09764618799400274,844,0.0033611204035283184,-1.6258785882665345,1.0166759212780079,Good,FYE,Simple (VW),TSUE
5,-0.009431267857142855,0.11584407155562555,840,0.003997000201726423,-2.359586535189368,1.0070873783405276,Good,FYE,Simple (VW),TSUE
6,-0.04087591418355185,0.08795300241762215,839,0.003036474854210942,-13.461634344465486,0.965921761088142,Good,FYE,Simple (VW),TSUE
-12,0.0015264163461538441,0.08832832459748663,1040,0.002738945074539677,0.5573008237160004,1.0,Bad,FYE,Simple (VW),TSUE
-11,0.027062915384615388,0.1126484514296924,1040,0.0034930801937418095,7.747579180432563,1.0270629153846154,Bad,FYE,Simple (VW),TSUE
-10,-0.007657600961538462,0.08775975167503008,1040,0.0027213143766568,-2.8139347027394934,1.0191980774162057,Bad,FYE,Simple (VW),TSUE
-9,-0.08076549807692307,0.1157831565661748,1040,0.003590283273646565,-22.495578181743713,0.9368820370546435,Bad,FYE,Simple (VW),TSUE
-8,-0.02541925673076923,0.09922157225296706,1040,0.003076730344980185,-8.261775937641666,0.9130671920283053,Bad,FYE,Simple (VW),TSUE
-7,-0.04249647403846153,0.11438372360219892,1040,0.003546888699581031,-11.981338473767542,0.8742650558069035,Bad,FYE,Simple (VW),TSUE
-6,0.015065488461538457,0.10183297310010164,1040,0.003157706447725278,4.771022484497002,0.8874362859174887,Bad,FYE,Simple (VW),TSUE
-5,0.031722190384615385,0.1134688068465611,1040,0.0035185183353418415,9.015780894469438,0.9155877087335793,Bad,FYE,Simple (VW),TSUE
-4,-0.027149083653846152,0.1031204034332512,1040,0.0031976279676438533,-8.490382223498857,0.8907303414367379,Bad,FYE,Simple (VW),TSUE
-3,-0.00832631442307692,0.08556545737246532,1040,0.0026532721987994915,-3.1381305042295593,0.883313840547761,Bad,FYE,Simple (VW),TSUE
-2,-0.0391193826923077,0.09440364038268376,1040,0.0029273326197803155,-13.363490854429603,0.8487591483819611,Bad,FYE,Simple (VW),TSUE
-1,0.006721777884615389,0.12581579919267885,1040,0.0039013823149982676,1.7229221188537565,0.8544643188549199,Bad,FYE,Simple (VW),TSUE
0,0.0760908201923077,0.11831708411744778,1040,0.0036688570314691716,20.739652578350157,0.9194812097016523,Bad,FYE,Simple (VW),TSUE
1,-0.04558132307692308,0.09793486766696799,1040,0.003036831329525407,-15.009501065719867,0.8775700396190811,Bad,FYE,Simple (VW),TSUE
2,-0.03311821442307692,0.11860205435622129,1040,0.0036776935834521955,-9.005158714715257,0.8485064868757083,Bad,FYE,Simple (VW),TSUE
3,0.008371002892960463,0.08750351855736932,1037,0.0027172909249826623,3.0806428623441837,0.8556093371320405,Bad,FYE,Simple (VW),TSUE
4,-0.023264780038759692,0.0859396620903682,1032,0.002675184830281686,-8.696513143845095,0.8357037741045547,Bad,FYE,Simple (VW),TSUE
5,-0.0005688343079922006,0.11409814781582898,1026,0.003562090212401876,-0.1596911571783698,0.8352283971265255,Bad,FYE,Simple (VW),TSUE
6,-0.04568059356725146,0.08115934828761118,1026,0.0025337564694464564,-18.028801946080947,0.7970746681815618,Bad,FYE,Simple (VW),TSUE
-12,-0.005843732739889405,0.0962415551878448,1342,0.0026271590999867238,-2.2243543377022488,1.0,Good,FYE,MM (EW),SUE
-11,-0.03560162292054209,0.08847483591873694,1342,0.0024151466572840522,-14.740977659956194,0.9643983770794579,Good,FYE,MM (EW),SUE
-10,0.010040332703960613,0.10152852560565408,1342,0.0027714804632211214,3.6227326287161885,0.9740812576444953,Good,FYE,MM (EW),SUE
-9,-0.00251096492561816,0.11685840861696949,1342,0.003189948780532724,-0.7871489789873136,0.9716353737718478,Good,FYE,MM (EW),SUE
-8,-0.007413485642952274,0.09988252501551453,1342,0.002726548672369151,-2.7189999276669994,0.9644321688782057,Good,FYE,MM (EW),SUE
-7,-0.009606843062114965,0.13582586753046313,1342,0.0037077140243606073,-2.591042081184149,0.9551670203877376,Good,FYE,MM (EW),SUE
-6,0.014535357808671058,0.09749740903306194,1342,0.002661440838797738,5.461461925727857,0.9690507147961156,Good,FYE,MM (EW),SUE
-5,-0.0012603733149188635,0.10980376923674794,1342,0.0029973743774206834,-0.4204924564690003,0.9678293491343835,Good,FYE,MM (EW),SUE
-4,0.008699385139641351,0.11158386079706159,1342,0.00304596652384184,2.856034388936397,0.9762488693919519,Good,FYE,MM (EW),SUE
-3,-0.0039837656405094955,0.08871233124117307,1342,0.0024216296987968847,-1.645076306459535,0.9723597226894819,Good,FYE,MM (EW),SUE
-2,-0.00737167002629398,0.09576438356111303,1341,0.0026151079954030883,-2.8188778586781553,0.9651918076669563,Good,FYE,MM (EW),SUE
-1,0.015557877128935055,0.13907731055357409,1342,0.0037964704675579543,4.097984499519239,0.9802081432164935,Good,FYE,MM (EW),SUE
0,0.01142119724404906,0.12193772276388351,1342,0.0033286016353905996,3.431229836161762,0.991403293760392,Good,FYE,MM (EW),SUE
1,-0.00898427206657094,0.10083010483211186,1342,0.002752415284076313,-3.2641411775861373,0.9824962568415542,Good,FYE,MM (EW),SUE
