event_month,aar,std,n,se,t_stat,api,news,event,model,surprise
-9,-0.07088651338072788,0.1360328134641291,836,0.00470479323167669,-15.066871143977014,0.9667277568012971,Bad,FYE,MM (VW),SUE
-8,-0.019985916645248247,0.11380760207717107,836,0.003936118222734698,-5.0775702136717396,0.9474068164352184,Bad,FYE,MM (VW),SUE
-7,-0.030169881825381974,0.13966544757643684,836,0.004830430509547518,-6.24579564197231,0.9188236647428066,Bad,FYE,MM (VW),SUE
-6,0.013962856616176548,0.11066858247729877,836,0.003827552959755159,3.6479852174454885,0.9316530678291602,Bad,FYE,MM (VW),SUE
-5,0.03561963727728623,0.12842033846431886,836,0.004441510278517308,8.019712900265311,0.9648382121735057,Bad,FYE,MM (VW),SUE
-4,-0.03255926892799681,0.1067414195387082,836,0.003691729189426064,-8.819517157773602,0.933423785351341,Bad,FYE,MM (VW),SUE
-3,-0.004258685076252729,0.1003521976526762,836,0.003470753329855163,-1.2270203818922638,0.929448627406846,Bad,FYE,MM (VW),SUE
-2,-0.0391512692465155,0.11203768291634845,836,0.003874904288563962,-10.103802915097276,0.8930595339444363,Bad,FYE,MM (VW),SUE
-1,-0.002233545199376557,0.15529750166143827,836,0.00537107640507413,-0.4158468491095185,0.8910648451096371,Bad,FYE,MM (VW),SUE
0,0.07216610724713945,0.1479815779233875,836,0.005118049891766587,14.10031335631041,0.9553695262859748,Bad,FYE,MM (VW),SUE
1,-0.04613759839806411,0.13184033913997645,836,0.004559793475206513,-10.118352651042937,0.9112910707604439,Bad,FYE,MM (VW),SUE
2,-0.0421079094358447,0.13431970844280358,836,0.0046455442556080665,-9.064149886208133,0.8729185088831691,Bad,FYE,MM (VW),SUE
3,-0.006082650019597308,0.11905576855941728,833,0.004125037891677038,-1.4745682777532987,0.8676088510980041,Bad,FYE,MM (VW),SUE
4,-0.02370846291669089,0.1078117747338608,829,0.0037444577091889286,-6.331614550889475,0.8470391788255542,Bad,FYE,MM (VW),SUE
5,-0.004409719285448408,0.13741334533980623,824,0.00478702071512491,-0.9211824113306231,0.8433039738231568,Bad,FYE,MM (VW),SUE
6,-0.045534175083507426,0.1113848626042557,821,0.003887358508317844,-11.713397410112089,0.8049048230304756,Bad,FYE,MM (VW),SUE
-12,0.017041587627538848,0.09991075224987882,848,0.0034309493183952763,4.967018176622189,1.0,Good,FYE,MM (VW),TSUE
-11,0.03259190952178516,0.10866383431962708,848,0.003731531390742721,8.734191437499362,1.0325919095217853,Good,FYE,MM (VW),TSUE
-10,0.007674918081546476,0.09988872370543464,848,0.003430192855073321,2.237459643178699,1.0405169678390327,Good,FYE,MM (VW),TSUE
-9,-0.04630749063102735,0.1163857386939665,848,0.003996702675646999,-11.586423707020174,0.9923332380994017,Good,FYE,MM (VW),TSUE
-8,-0.014404342360613515,0.09462618183912105,848,0.003249476425433216,-4.4328194683527045,0.9780393304020017,Good,FYE,MM (VW),TSUE
-7,-0.017623916366168522,0.12677145652475763,848,0.004353349690209355,-4.048357614322725,0.9608024470401734,Good,FYE,MM (VW),TSUE
-6,0.009016404418590052,0.08798188123009647,848,0.003021310205758157,2.9842696726096376,0.9694654304690585,Good,FYE,MM (VW),TSUE
-5,0.00935446359196295,0.1053555126251037,848,0.0036179231573218677,2.5855893520103117,0.978534259542048,Good,FYE,MM (VW),TSUE
-4,-0.016952898196840444,0.10099091531429863,848,0.0034680422703165887,-4.888319367368281,0.961945267857911,Good,FYE,MM (VW),TSUE
-3,-0.007078958286430742,0.0839186149271908,848,0.0028817770680479504,-2.4564559017835013,0.9551356974329154,Good,FYE,MM (VW),TSUE
-2,-0.028134698302120537,0.09907010692798178,847,0.0034040891596365842,-8.26497103416767,0.9282632427480547,Good,FYE,MM (VW),TSUE
-1,7.900636741190528e-05,0.13480285870524064,848,0.004629149173411825,0.017067146564575964,0.9283365814548662,Good,FYE,MM (VW),TSUE
0,0.027485871805403163,0.10908148776259714,848,0.003745873668858091,7.337639823230365,0.9538527217250009,Good,FYE,MM (VW),TSUE
1,-0.03220642803642683,0.10000892605998844,848,0.003434320620875689,-9.377816340343546,0.9231325326854148,Good,FYE,MM (VW),TSUE
2,-0.010661897076964716,0.12397476283735787,848,0.004257310834686113,-2.5043736506382688,0.9132901886335251,Good,FYE,MM (VW),TSUE
3,0.0014531831510869431,0.10244065073160746,846,0.0035219821215052116,0.4126037841628472,0.9146173665477002,Good,FYE,MM (VW),TSUE
4,-0.01011672146396489,0.09589137564853023,844,0.0033007172715689504,-3.06500697624309,0.905364437404232,Good,FYE,MM (VW),TSUE
5,-0.01765982289254453,0.11728855386975467,840,0.004046839576529405,-4.363855437948866,0.8893758617864651,Good,FYE,MM (VW),TSUE
6,-0.04827737890015034,0.0916782881046608,839,0.003165085998828086,-15.253101785552008,0.8464391263223521,Good,FYE,MM (VW),TSUE
-12,0.004969356760575727,0.08278853156278566,1040,0.002567163384855107,1.9357384067926016,1.0,Bad,FYE,MM (VW),TSUE
-11,0.025322985885003032,0.10095925788214169,1040,0.0031306136889337243,8.08882487625867,1.025322985885003,Bad,FYE,MM (VW),TSUE
-10,-0.005519150594579931,0.08428945829930355,1040,0.0026137051472055676,-2.1116194382066045,1.0196640739178193,Bad,FYE,MM (VW),TSUE
-9,-0.08058117010312034,0.11292017701159102,1040,0.0035015060463497827,-23.013288863837275,0.9374983497294068,Bad,FYE,MM (VW),TSUE
-8,-0.024633048126821797,0.09738372472951139,1040,0.0030197411125333705,-8.157337734874973,0.9144049077617064,Bad,FYE,MM (VW),TSUE
-7,-0.04137793278792425,0.11398416217510794,1040,0.003534498825690702,-11.70687410819504,0.8765687229473944,Bad,FYE,MM (VW),TSUE
-6,0.01355225902563761,0.08873491378350637,1040,0.002751552869983377,4.925312965445394,0.8884482093345499,Bad,FYE,MM (VW),TSUE
-5,0.031437522552853245,0.11619635175603238,1040,0.003603095912573446,8.725141743562293,0.9163788199525468,Bad,FYE,MM (VW),TSUE
-4,-0.02517374478662899,0.09637599896624323,1040,0.0029884928631369522,-8.423558609474037,0.8933101334111891,Bad,FYE,MM (VW),TSUE
-3,-0.005274431618557389,0.0831561991753913,1040,0.0025785642735417537,-2.045491622092771,0.8885984301983474,Bad,FYE,MM (VW),TSUE
-2,-0.03681215332401501,0.08905021175107924,1040,0.0027613298449144816,-13.331313313334027,0.8558872085424069,Bad,FYE,MM (VW),TSUE
-1,0.0041687025891016475,0.1311070443786676,1040,0.004065456863070903,1.0253958483654297,0.8594551477646366,Bad,FYE,MM (VW),TSUE
0,0.07508320424956767,0.12744336086300725,1040,0.003951850859949956,18.999503501131237,0.9239857941675912,Bad,FYE,MM (VW),TSUE
1,-0.04473823848181398,0.09576565938166068,1040,0.002969567036041206,-15.065576206508371,0.8826482973543132,Bad,FYE,MM (VW),TSUE
2,-0.03400444132460971,0.11899904040620457,1040,0.0036900035982885193,-9.215286765677273,0.8526343351166618,Bad,FYE,MM (VW),TSUE
3,0.008221379625473563,0.08990585170843668,1037,0.002791891788785648,2.9447343405273982,0.859644165667369,Bad,FYE,MM (VW),TSUE
4,-0.020389662449711757,0.0828777841884587,1032,0.002579872734374795,-7.903359796797488,0.8421163113025473,Bad,FYE,MM (VW),TSUE
5,-0.001240960111907151,0.1177314047033294,1026,0.0036755187740906883,-0.337628560260629,0.8410712785506345,Bad,FYE,MM (VW),TSUE
6,-0.045503634096224176,0.08506984490579876,1026,0.002655840324407546,-17.13342239668529,0.8027994788426229,Bad,FYE,MM (VW),TSUE
-12,0.01463920274831282,0.09342732841344034,1342,0.0025503375911761854,5.740103897994694,1.0,Good,FYE,FFC,SUE
-11,0.009625280726867965,0.05674169786478153,1342,0.0015489095911137704,6.214230179791668,1.009625280726868,Good,FYE,FFC,SUE
-10,-0.0031892511931118053,0.09741168945557292,1342,0.0026591009039576606,-1.199372008924181,1.006405332095714,Good,FYE,FFC,SUE
-9,-0.006030900790694573,0.07421862730511482,1342,0.002025987025381961,-2.976771674812459,1.000335801382619,Good,FYE,FFC,SUE
-8,0.004525161760762663,0.09860266674774754,1342,0.0026916116715248214,1.6812089978043225,1.0048624826989574,Good,FYE,FFC,SUE
-7,-0.009623472410858662,0.11260845310031266,1342,0.003073935388102279,-3.1306684090064096,0.9951922163199969,Good,FYE,FFC,SUE
-6,0.00285593513009781,0.09697933311581654,1342,0.002647298633200388,1.0788110922888952,0.998034420731785,Good,FYE,FFC,SUE
-5,-0.007002235248762116,0.10106105584003049,1342,0.0027587196818067974,-2.5382191945562473,0.9910459489314591,Good,FYE,FFC,SUE
-4,0.0037403858920355836,0.10937545324300009,1342,0.0029856823982288647,1.2527742047360484,0.9947528432172013,Good,FYE,FFC,SUE
-3,0.0028718602831973848,0.09247197846663764,1342,0.0025242588739161015,1.1377043427966718,0.9976096343992346,Good,FYE,FFC,SUE
-2,-0.01423625150934419,0.09992988727935252,1341,0.00272885844910384,-5.216925602725708,0.9834074127357821,Good,FYE,FFC,SUE
-1,0.020166853162066924,0.15853023766204474,1342,0.004327487805906739,4.660175618413177,1.0032396456269126,Good,FYE,FFC,SUE
0,0.0039039665137075067,0.129105369725466,1342,0.0035242608691161983,1.1077405046597841,1.007156259608664,Good,FYE,FFC,SUE
1,0.0026934207428602527,0.11988152308784455,1342,0.003272472412626567,0.8230537658523596,1.0098689551695954,Good,FYE,FFC,SUE
2,0.016438734449072647,0.14373919439320745,1342,0.003923728495843855,4.189569810063338,1.026469922751991,Good,FYE,FFC,SUE
3,0.013444752356114068,0.1050346420383956,1340,0.0028693277630902026,4.685680224149215,1.0402705566643908,Good,FYE,FFC,SUE
4,-0.002043033630394883,0.09933507587780183,1336,0.0027176867612129876,-0.7517546391119093,1.0381452489324157,Good,FYE,FFC,SUE
5,-0.01264564728724467,0.13178960942043955,1330,0.0036137270818296274,-3.4993365577685487,1.0250172302814875,Good,FYE,FFC,SUE
6,-0.022171998209611774,0.096224963040156,1328,0.002640515465159507,-8.396844669975232,1.002290550086865,Good,FYE,FFC,SUE
-12,0.012147159752023181,0.1092337811095025,836,0.003777929316811184,3.215295664206912,1.0,Bad,FYE,FFC,SUE
-11,0.004990699496013751,0.06330386864667904,836,0.0021894100780793,2.2794722404822094,1.0049906994960138,Bad,FYE,FFC,SUE
-10,-0.01247415101368925,0.10615441468531804,836,0.003671427202053586,-3.3976299480245515,0.9924542937431475,Bad,FYE,FFC,SUE
-9,-0.0013855591791550588,0.08936022554981041,836,0.0030905880253569305,-0.44831571461066577,0.9910791895865598,Bad,FYE,FFC,SUE
-8,0.008991411374605943,0.10892599801914439,836,0.0037672844160444785,2.3867089345079555,0.9999903902849436,Bad,FYE,FFC,SUE
-7,-0.02330248293943679,0.116754875464218,836,0.0040380518042740935,-5.77072411868817,0.976688131275728,Bad,FYE,FFC,SUE
-6,0.004153747301920993,0.11027621126310728,836,0.003813982517552112,1.0890839910265107,0.9807450469658329,Bad,FYE,FFC,SUE
-5,0.0025310288178399974,0.11187749703425058,836,0.0038693641439862497,0.654120088897219,0.9832273409426573,Bad,FYE,FFC,SUE
-4,-0.0035066486908142116,0.10242465907414708,836,0.0035424309069069563,-0.9898989657009323,0.979779508074768,Bad,FYE,FFC,SUE
-3,0.004703424241526684,0.10576774510646404,836,0.003658053955032071,1.2857722437517871,0.984387826764398,Bad,FYE,FFC,SUE
-2,-0.013510444569615431,0.11926462038205056,836,0.004124853147288051,-3.275375895138978,0.9710883095958933,Bad,FYE,FFC,SUE
-1,0.0055680655586455305,0.16876259182372963,836,0.005836776286200017,0.9539624761377606,0.9764953929669576,Bad,FYE,FFC,SUE
0,0.004643568020775251,0.1661628202602794,836,0.005746861306540704,0.8080181116412612,0.9810298157461733,Bad,FYE,FFC,SUE
1,0.005308352598107073,0.14546984492395448,836,0.00503117978951271,1.0550910164594234,0.9862374679174101,Bad,FYE,FFC,SUE
2,-0.020287148343457156,0.1433068787568524,836,0.004956372040380836,-4.093144779724473,0.966229522103894,Bad,FYE,FFC,SUE
3,0.0014251783934161872,0.12051931468872194,833,0.004175746759568526,0.34129904792489113,0.9676065715418773,Bad,FYE,FFC,SUE
4,-0.011087422379396845,0.11311623240521979,829,0.003928689139101086,-2.822168409571273,0.9568783087861125,Bad,FYE,FFC,SUE
5,-0.0003392157569075128,0.13974967760485849,824,0.004868410706195742,-0.06967689814579792,0.9565537205863291,Bad,FYE,FFC,SUE
6,-0.01216235875078096,0.12323425965418629,821,0.004300905316775496,-2.827860149197473,0.944919771072164,Bad,FYE,FFC,SUE
-12,0.020275816803412422,0.0992371806949386,848,0.0034078187762336806,5.949793147692332,1.0,Good,FYE,FFC,TSUE
-11,0.011125240994339144,0.05169296932366773,848,0.0017751438546203203,6.267233478223479,1.0111252409943392,Good,FYE,FFC,TSUE
-10,0.0005472364913083318,0.09629354681720351,848,0.003306733973857641,0.16549153806585926,1.0116785656234943,Good,FYE,FFC,TSUE
-9,-0.0052569772376902255,0.0689045786124757,848,0.0023661929442141097,-2.221702693579893,1.0063601944321523,Good,FYE,FFC,TSUE
-8,0.0031724798086351946,0.09279016563750402,848,0.0031864273702149545,0.9956228214362787,1.0095528518292025,Good,FYE,FFC,TSUE
-7,-0.01461802122746393,0.10571949314087972,848,0.0036304222995502,-4.02653466217279,0.9947951868109167,Good,FYE,FFC,TSUE
-6,0.003333754315799465,0.08651871846176867,848,0.0029710649900065995,1.1220738445684624,0.9981115895582842,Good,FYE,FFC,TSUE
-5,-0.010932597252480305,0.09328033898655286,848,0.003203259992129446,-3.4129596971030103,0.9871996375366104,Good,FYE,FFC,TSUE
-4,0.0003266803465355773,0.09696431147064499,848,0.0033297681266260333,0.09810903766040728,0.9875221362563007,Good,FYE,FFC,TSUE
-3,-0.002251280326289181,0.08905225938531247,848,0.003058067142517864,-0.7361775335107869,0.985298947099172,Good,FYE,FFC,TSUE
-2,-0.0138199303745813,0.10101533721860771,847,0.0034709280634254948,-3.981623969740896,0.9716821842521132,Good,FYE,FFC,TSUE
-1,0.006289388426040814,0.15097362538705858,848,0.00518445558113612,1.2131241800826769,0.9777934709355385,Good,FYE,FFC,TSUE
0,-0.012425515920751846,0.12785791598808738,848,0.004390658861356946,-2.829988918089551,0.9656438825952218,Good,FYE,FFC,TSUE
1,-0.0019574741895884862,0.10732873459071367,848,0.003685683877819899,-0.5311020300380027,0.9637536596187076,Good,FYE,FFC,TSUE
2,0.0030320910195190407,0.13235218743470253,848,0.0045449927764683335,0.6671277972580439,0.966675848435066,Good,FYE,FFC,TSUE
3,0.0058645054202161795,0.10740926606864296,846,0.003692806635608735,1.5880889520903534,0.9723449241878055,Good,FYE,FFC,TSUE
4,-0.0035529551570395576,0.09731829241188242,844,0.0033498337721304897,-1.0606362580134485,0.9688902262749912,Good,FYE,FFC,TSUE
5,-0.014398815242691456,0.11856368030434886,840,0.004090835618345428,-3.519773607651137,0.954939354916408,Good,FYE,FFC,TSUE
6,-0.029708689327474374,0.09820877390397775,839,0.003390543406424606,-8.762220613716538,0.9265693582946177,Good,FYE,FFC,TSUE
-12,0.008132535493445505,0.08365139194827956,1040,0.002593919549580676,3.135230425616007,1.0,Bad,FYE,FFC,TSUE
-11,0.00257452412921097,0.05430799175649169,1040,0.001684019335897342,1.5287972497293898,1.002574524129211,Bad,FYE,FFC,TSUE
-10,-0.01195721137042632,0.08199986668298109,1040,0.0025427079250935096,-4.702550085451355,0.9905865286295935,Bad,FYE,FFC,TSUE
-9,-0.00734150996541831,0.07289211397936074,1040,0.0022602885027690855,-3.2480411046750035,0.9833141277580503,Bad,FYE,FFC,TSUE
-8,0.0004985667532746531,0.09412844046287039,1040,0.0029187990325270597,0.17081229221972172,0.9838043754901756,Bad,FYE,FFC,TSUE
-7,-0.023072308314495114,0.095508202783936,1040,0.0029615836458494506,-7.790530700299516,0.961105737617717,Bad,FYE,FFC,TSUE
-6,0.004809870956520195,0.0877692351216486,1040,0.0027216084458528793,1.7672898406269126,0.9657285321912294,Bad,FYE,FFC,TSUE
-5,-0.0022207055315515943,0.10028133171926455,1040,0.003109592091012838,-0.7141468934043627,0.9635839334978151,Bad,FYE,FFC,TSUE
-4,0.0020005497561356067,0.09358639953583686,1040,0.002901991056896787,0.689371440818592,0.9655116311009904,Bad,FYE,FFC,TSUE
-3,0.002534320727108425,0.08613885584438583,1040,0.002671052530619121,0.9488097662089024,0.9679585472399539,Bad,FYE,FFC,TSUE
-2,-0.014121145335667855,0.09417540046208588,1040,0.0029202552002868106,-4.835586059150226,0.9542898639154765,Bad,FYE,FFC,TSUE
-1,0.0059696392735624935,0.14603437148421883,1040,0.004528333626986738,1.3182860993249816,0.9599866301654689,Bad,FYE,FFC,TSUE
0,0.011075763040418676,0.1302048679331917,1040,0.004037481559079093,2.7432355735501965,0.9706192146031517,Bad,FYE,FFC,TSUE
1,0.00166927663222405,0.1117090677003945,1040,0.003463951140856588,0.4818995893259801,0.9722394465768764,Bad,FYE,FFC,TSUE
2,-0.012114125801863008,0.12251983357873568,1040,0.003799178759963118,-3.1886169530966244,0.9604616156115106,Bad,FYE,FFC,TSUE
3,0.008328330312696246,0.08962132287894121,1037,0.0027830561714409915,2.9925124753712966,0.968460657198989,Bad,FYE,FFC,TSUE
4,-0.006582759655784588,0.08442115700984204,1032,0.0026279158318085753,-2.5049354991153665,0.9620855134565649,Bad,FYE,FFC,TSUE
5,0.0037759744280358117,0.11923431304430794,1026,0.0037224388616996307,1.0143818524159016,0.9657183237529607,Bad,FYE,FFC,TSUE
6,-0.012905846334595556,0.09569954531738813,1026,0.002987694543969502,-4.319667270084654,0.9532549114641017,Bad,FYE,FFC,TSUE
-12,-0.003171506696428562,0.11739693009129627,1344,0.0032022638005881204,-0.9903951997477817,1.0,Good,Ann,Simple (EW),SUE
-11,0.0009616822916666717,0.11834926734499479,1344,0.003228240928875024,0.2978966913729696,1.0009616822916667,Good,Ann,Simple (EW),SUE
-10,0.019526210565476192,0.10538575075918123,1344,0.0028746320239505826,6.792594809627663,1.020506670868067,Good,Ann,Simple (EW),SUE
-9,-0.002012130208333332,0.11575404592734406,1344,0.0031574504610681485,-0.6372642209729679,1.0184532785678078,Good,Ann,Simple (EW),SUE
-8,0.0004977410714285731,0.13125546615374137,1344,0.0035802863632513936,0.13902269844598564,1.0189602045938821,Good,Ann,Simple (EW),SUE
-7,0.020272160714285715,0.11132228639264131,1344,0.003036564309106139,6.6760188985601125,1.0396167296228707,Good,Ann,Simple (EW),SUE
-6,0.011112877976190476,0.10961849524872239,1344,0.0029900895955025444,3.716570230171559,1.0511698634811757,Good,Ann,Simple (EW),SUE
-5,0.018344645833333333,0.12011634497632552,1344,0.00327644192294905,5.598953457664752,1.0704532023374114,Good,Ann,Simple (EW),SUE
-4,-0.003514326636904764,0.09034943038736948,1344,0.0024644827603944285,-1.4259895396234434,1.066691280134877,Good,Ann,Simple (EW),SUE
-3,0.0068975882352941146,0.11231811308887135,1343,0.0030648681252787345,2.2505334498419285,1.0740488773594261,Good,Ann,Simple (EW),SUE
-2,0.03494330133928571,0.13124845144592684,1344,0.0035800950214089047,9.760439633676029,1.1115796909341182,Good,Ann,Simple (EW),SUE
-1,0.012242966517857142,0.11461584666815294,1344,0.0031264035309420415,3.9159904972881465,1.1251887238721545,Good,Ann,Simple (EW),SUE
0,0.014681354910714286,0.10658937526759987,1344,0.0029074635740585137,5.049540445392633,1.1417080188688553,Good,Ann,Simple (EW),SUE
1,0.02180434523809524,0.13672122339576176,1344,0.003729377114988367,5.846645315236042,1.1666022146733737,Good,Ann,Simple (EW),SUE
2,0.0007531082089552265,0.09639274792985841,1340,0.0026332492064341326,0.28599959590420354,1.1674807923778292,Good,Ann,Simple (EW),SUE
3,-0.002137522064323109,0.10417486095571911,1337,0.0028490313349631047,-0.750262743021319,1.1649852764244482,Good,Ann,Simple (EW),SUE
4,-0.01164548159278738,0.11621994767915746,1331,0.0031856029719545547,-3.655660072931873,1.151418461831979,Good,Ann,Simple (EW),SUE
5,0.005032518045112782,0.09455337445867025,1330,0.002592693699164124,1.9410384060158166,1.1572129960186242,Good,Ann,Simple (EW),SUE
6,0.018628407686510928,0.1133175612174558,1327,0.0031107259903586123,5.9884437730124205,1.1787700314885878,Good,Ann,Simple (EW),SUE
-12,-0.0034068430439952355,0.12321921980691705,841,0.004248938614031622,-0.8018103704168695,1.0,Bad,Ann,Simple (EW),SUE
-11,-0.007547961950059449,0.12582845143121305,841,0.004338912118317691,-1.7395977941553677,0.9924520380499405,Bad,Ann,Simple (EW),SUE
-10,0.005936215219976221,0.12067566743852452,841,0.004161229911673259,1.426553049453888,0.998343446943309,Bad,Ann,Simple (EW),SUE
-9,-0.008955850178359094,0.13800110659137557,841,0.004758658847978468,-1.8820113953248911,0.9894024326059381,Bad,Ann,Simple (EW),SUE
-8,-0.014434198573127227,0.133902266069172,841,0.00461731951962662,-3.126099138639305,0.9751212014249689,Bad,Ann,Simple (EW),SUE
-7,0.01650885850178359,0.12245737272690602,841,0.004222668025065724,3.9095800105021605,0.991219339361383,Bad,Ann,Simple (EW),SUE
-6,0.007968649227110583,0.11691556092337763,841,0.004031571066323366,1.9765617661250052,0.9991180185838819,Bad,Ann,Simple (EW),SUE
-5,0.015610042806183114,0.12283278118461768,841,0.004235613144297162,3.6854269439598153,1.0147142936224052,Bad,Ann,Simple (EW),SUE
-4,-0.0039240713436385286,0.10745951239337116,841,0.0037055004273576263,-1.058985532606392,1.0107324823408212,Bad,Ann,Simple (EW),SUE
-3,-0.0021832437574316327,0.1300215119118619,841,0.0044835004107538585,-0.4869507209579001,1.0085258069583174,Bad,Ann,Simple (EW),SUE
-2,0.02318889179548157,0.14129516772320116,841,0.004872247162869005,4.759383303089015,1.0319124027688247,Bad,Ann,Simple (EW),SUE
-1,0.021279586206896555,0.13835800783591748,841,0.00477096578744543,4.460226116668616,1.0538710717015098,Bad,Ann,Simple (EW),SUE
0,-0.0018567752675386453,0.12183137845114198,841,0.0042010820155566194,-0.4419754864730088,1.0519142699603998,Bad,Ann,Simple (EW),SUE
1,-0.028941966706302023,0.14004062224318486,841,0.004828986973902927,-5.993382641682773,1.0214698021813218,Bad,Ann,Simple (EW),SUE
2,-0.015990932934131733,0.10928326142498371,835,0.0037819032099511377,-4.228276623276759,1.0051355470803995,Bad,Ann,Simple (EW),SUE
3,-0.015618309352517984,0.10967163178517403,834,0.003797618024496325,-4.112659370103297,0.9894370291648855,Bad,Ann,Simple (EW),SUE
4,-0.0001908719806763304,0.1350312762375051,828,0.00469266124067373,-0.04067457054473566,0.9892481733593742,Bad,Ann,Simple (EW),SUE
5,0.009268108009708736,0.10888741625200833,824,0.0037932728871843922,2.4433011505766236,0.998416632278476,Bad,Ann,Simple (EW),SUE
6,0.014333829476248477,0.12269742288920082,821,0.004282169584494184,3.34732877655092,1.0127277660318061,Bad,Ann,Simple (EW),SUE
-12,-0.006902042452830179,0.11730696490586895,848,0.004028337713644808,-1.7133723494560902,1.0,Good,Ann,Simple (EW),TSUE
-11,0.017979464622641515,0.11867129524752325,848,0.0040751890099302935,4.411933919832851,1.0179794646226414,Good,Ann,Simple (EW),TSUE
-10,0.027448964622641514,0.0995761298839823,848,0.003419458339172929,8.027284411741261,1.0459219469336438,Good,Ann,Simple (EW),TSUE
-9,0.007303290094339623,0.11022687730491472,848,0.0037852065072265092,1.9294297630516541,1.0535606183281367,Good,Ann,Simple (EW),TSUE
-8,0.0025828349056603787,0.11603391016469998,848,0.003984620834348677,0.6482009237605582,1.0562817914683837,Good,Ann,Simple (EW),TSUE
-7,0.02191960613207547,0.10429832260193768,848,0.0035816191028761146,6.120027144838928,1.0794350723018538,Good,Ann,Simple (EW),TSUE
-6,0.011235165094339621,0.10039638340291908,848,0.003447625960658442,3.2588120702612073,1.0915627035477855,Good,Ann,Simple (EW),TSUE
-5,0.02011890683962264,0.10852614870092615,848,0.0037268032471846255,5.398435470083176,1.11352375189007,Good,Ann,Simple (EW),TSUE
-4,0.006605761792452828,0.08724620217286821,848,0.002996046883211629,2.2048259089229423,1.1208794245452944,Good,Ann,Simple (EW),TSUE
-3,0.008810449822904364,0.11037449058936781,847,0.003792512379024756,2.323116958465926,1.1307548764727766,Good,Ann,Simple (EW),TSUE
-2,0.02862572051886792,0.1191889166797902,848,0.004092964202892323,6.993884896095438,1.1631235495420333,Good,Ann,Simple (EW),TSUE
-1,0.0002225943396226419,0.10636846717121917,848,0.0036527081592490703,0.06093953579592934,1.1633824542604432,Good,Ann,Simple (EW),TSUE
0,0.005138676886792453,0.0937430735641855,848,0.0032191503627649904,1.5962835865730558,1.1693607007886513,Good,Ann,Simple (EW),TSUE
1,0.020059231132075472,0.13087288575747694,848,0.004494193348309846,4.463366299008753,1.1928171773625367,Good,Ann,Simple (EW),TSUE
2,0.0008567132701421828,0.09193675585040663,844,0.0031645936443722936,0.27071825530134197,1.1938390796672367,Good,Ann,Simple (EW),TSUE
3,-2.9641330166268297e-05,0.09616510772763873,842,0.0033140684686719375,-0.008944091061023434,1.1938036926889108,Good,Ann,Simple (EW),TSUE
4,-0.006191234523809526,0.11388125884690758,840,0.003929276729240136,-1.5756677247333555,1.186412574052084,Good,Ann,Simple (EW),TSUE
5,0.009409233611442193,0.08998299497135308,839,0.0031065579801327968,3.028829228881791,1.1975758071208924,Good,Ann,Simple (EW),TSUE
6,0.008343050239234451,0.10643282957730757,836,0.0036810563824408297,2.266482599677637,1.207567242244994,Good,Ann,Simple (EW),TSUE
-12,-0.01358401826923076,0.09998405408219312,1040,0.003100373902809472,-4.381412918268117,1.0,Bad,Ann,Simple (EW),TSUE
-11,-0.019523532692307687,0.10366398173461677,1040,0.0032144836152284365,-6.07361400127101,0.9804764673076923,Bad,Ann,Simple (EW),TSUE
-10,0.006902278846153849,0.09292604971572879,1040,0.0028815144782285028,2.395364971546918,0.987243989287142,Bad,Ann,Simple (EW),TSUE
-9,-0.020982561538461536,0.11622645805302481,1040,0.003604029469212676,-5.82197279953022,0.9665290815284483,Bad,Ann,Simple (EW),TSUE
-8,-0.02677641826923077,0.11404269161137133,1040,0.0035363137464638483,-7.571844635110773,0.9406488945720671,Bad,Ann,Simple (EW),TSUE
-7,0.01144400480769231,0.10914156550531018,1040,0.0033843362775254644,3.3814620856943503,0.9514136850439002,Bad,Ann,Simple (EW),TSUE
-6,0.005020965384615385,0.09855443062000926,1040,0.003056043161135852,1.642962850939979,0.956190700222955,Bad,Ann,Simple (EW),TSUE
-5,0.029833969230769232,0.11602377556006253,1040,0.003597744551907562,8.29240898021816,0.9847176641521542,Bad,Ann,Simple (EW),TSUE
-4,-0.007257475961538464,0.08356831927407625,1040,0.0025913435753065705,-2.8006614139075956,0.9775710993756677,Bad,Ann,Simple (EW),TSUE
-3,-0.00510576634615385,0.1043618131637525,1040,0.003236122449253651,-1.5777420126149417,0.9725798497555027,Bad,Ann,Simple (EW),TSUE
-2,0.02222929134615384,0.12322281342657718,1040,0.0038209772396752633,5.81769792170839,0.9941996105931163,Bad,Ann,Simple (EW),TSUE
-1,0.02500851153846154,0.10826626184139099,1040,0.00335719426311567,7.449229796804252,1.0190630630261681,Bad,Ann,Simple (EW),TSUE
0,0.009103957692307691,0.10672265181899435,1040,0.0033093289482563674,2.7509981131082246,1.0283405700377521,Bad,Ann,Simple (EW),TSUE
1,-0.011347010576923075,0.12302984407719214,1040,0.003814993514166557,-2.9743197556659546,1.0166719787128546,Bad,Ann,Simple (EW),TSUE
2,-0.00704789371980676,0.08775824454317731,1035,0.002727832833308071,-2.5836970776760197,1.0095065826589809,Bad,Ann,Simple (EW),TSUE
3,-0.006209952565343656,0.09173877194204622,1033,0.0028543206625671474,-2.1756324181735374,1.0032375946662664,Bad,Ann,Simple (EW),TSUE
4,-0.005304028237585201,0.108395278846357,1027,0.0033824013980176953,-1.568125013398381,0.9979163941351494,Bad,Ann,Simple (EW),TSUE
