event,model,surprise,good_api,bad_api,spread_pp,fiscal_year
Ann,Simple (VW),SUE,0.9928610666667363,0.9399157442349051,5.294532243183125,2019
Ann,Simple (VW),TSUE,1.0425284526976477,0.9112823657587101,13.124608693893759,2019
Ann,MM (EW),SUE,1.0047531069423885,0.9879669617348308,1.6786145207557723,2019
Ann,MM (EW),TSUE,1.0260267098209235,0.9557528454481746,7.027386437274885,2019
Ann,MM (VW),SUE,0.9774563016349579,0.9586526521914115,1.88036494435464,2019
Ann,MM (VW),TSUE,0.9976702304845855,0.9293685801204065,6.830165036417901,2019
Ann,FFC,SUE,1.0127959048341193,1.001070204239615,1.1725700594504396,2019
Ann,FFC,TSUE,1.0324035668867448,0.9718220986971586,6.058146818958621,2019
FYE,Simple (EW),SUE,0.9877586358429898,1.0727518019806852,-8.499316613769537,2020
FYE,Simple (EW),TSUE,1.0965258924945744,0.9100708722732752,18.64550202212992,2020
FYE,Simple (VW),SUE,1.0434934906407927,1.1303712020087493,-8.687771136795664,2020
FYE,Simple (VW),TSUE,1.1624641952842942,0.959137948589537,20.33262466947572,2020
FYE,MM (EW),SUE,0.9577706638735197,0.9915203173851976,-3.3749653511677913,2020
FYE,MM (EW),TSUE,0.9580631097617008,0.94006610863468,1.799700112702085,2020
FYE,MM (VW),SUE,1.0739085256371605,1.1204382758839924,-4.652975024683181,2020
FYE,MM (VW),TSUE,1.0725063372755417,1.0573471797112366,1.5159157564305081,2020
FYE,FFC,SUE,0.9559951095268338,0.9298042378445819,2.619087168225187,2020
FYE,FFC,TSUE,0.9359341711078977,0.9690563535419643,-3.3122182434066616,2020
Ann,Simple (EW),SUE,0.9684053304347527,1.0346134365307125,-6.6208106095959725,2020
Ann,Simple (EW),TSUE,1.056010473394093,0.8950040688598464,16.100640453424653,2020
Ann,Simple (VW),SUE,1.1027307263089519,1.1971162163053748,-9.438548999642293,2020
Ann,Simple (VW),TSUE,1.2138950872841732,1.0174122466114695,19.64828406727037,2020
Ann,MM (EW),SUE,0.930353471015777,0.941037174864819,-1.0683703849041937,2020
Ann,MM (EW),TSUE,0.9154142473841788,0.9207523240243005,-0.5338076640121758,2020
Ann,MM (VW),SUE,1.1173407718685824,1.1618615757425486,-4.4520803873966175,2020
Ann,MM (VW),TSUE,1.1044415140843507,1.1135671611079807,-0.9125647023630057,2020
Ann,FFC,SUE,0.9251399234292197,0.8956038319497052,2.9536091479514526,2020
Ann,FFC,TSUE,0.9065221234424506,0.9472066236907544,-4.068450024830373,2020
FYE,Simple (EW),SUE,1.1040197828857483,1.0025212990848666,10.149848380088166,2021
FYE,Simple (EW),TSUE,1.1739328060391137,0.9686095838077953,20.53232222313184,2021
FYE,Simple (VW),SUE,1.0239582931250912,0.9253760491004005,9.858224402469073,2021
FYE,Simple (VW),TSUE,1.0897846099890245,0.8959653828660955,19.381922712292898,2021
FYE,MM (EW),SUE,1.0837982294354889,1.0114161498357956,7.238207959969323,2021
FYE,MM (EW),TSUE,1.1703524693210166,0.9660041245283004,20.434834479271615,2021
FYE,MM (VW),SUE,0.9594056493251649,0.879401402395262,8.000424692990293,2021
FYE,MM (VW),TSUE,1.0315180931099237,0.8637631290325394,16.775496407738434,2021
FYE,FFC,SUE,0.9622681125654527,0.9435841969998298,1.8683915565622988,2021
FYE,FFC,TSUE,0.984007538489219,0.9414648728256596,4.254266566355936,2021
Ann,Simple (EW),SUE,1.1199160726889157,0.9933251070492443,12.659096563967143,2021
Ann,Simple (EW),TSUE,1.2310713639673174,0.9838683615705759,24.720300239674152,2021
Ann,Simple (VW),SUE,0.968257356452499,0.8489371954347545,11.932016101774446,2021
Ann,Simple (VW),TSUE,1.0694590284071905,0.8402459081024107,22.92131203047798,2021
Ann,MM (EW),SUE,1.1108769904494495,1.0290844813862703,8.179250906317925,2021
Ann,MM (EW),TSUE,1.2306963583294692,0.9753622660364775,25.533409229299174,2021
Ann,MM (VW),SUE,0.9218049853380821,0.8324041814171598,8.94008039209223,2021
Ann,MM (VW),TSUE,1.0173968380904255,0.8187434370268086,19.865340106361685,2021
Ann,FFC,SUE,0.9697378030650956,0.9639295876595078,0.5808215405587847,2021
Ann,FFC,TSUE,0.9842690527624766,0.9694086775144768,1.4860375247999769,2021
FYE,Simple (EW),SUE,1.1556230189089678,1.1240794725005285,3.154354640843926,2022
FYE,Simple (EW),TSUE,1.2958447701096025,1.0612213375604855,23.4623432549117,2022
FYE,Simple (VW),SUE,1.0904343584148268,1.0609133494322145,2.952100898261234,2022
FYE,Simple (VW),TSUE,1.2250685453711796,1.0010543359243254,22.401420944685423,2022
FYE,MM (EW),SUE,1.069015911634579,1.0273893513274346,4.16265603071444,2022
FYE,MM (EW),TSUE,1.056202776573061,1.0173293462503439,3.8873430322717173,2022
FYE,MM (VW),SUE,1.0386685869625545,0.9819353375028445,5.673324945971004,2022
FYE,MM (VW),TSUE,1.0299111699708716,0.9802431806074723,4.966798936339933,2022
FYE,FFC,SUE,1.0799724103092736,1.032477078114524,4.749533219474955,2022
FYE,FFC,TSUE,1.0747778182442937,1.0334011292107979,4.1376689033495895,2022
Ann,Simple (EW),SUE,1.1409196331505254,1.1100395317151541,3.088010143537123,2022
Ann,Simple (EW),TSUE,1.2410883702936657,1.050207368225239,19.08810020684266,2022
Ann,Simple (VW),SUE,1.129841161288163,1.0950495698326317,3.4791591455531234,2022
Ann,Simple (VW),TSUE,1.2321497045693912,1.035736358655169,19.64133459142221,2022
Ann,MM (EW),SUE,1.04456026245787,0.9983447926783985,4.621546977947155,2022
Ann,MM (EW),TSUE,1.0158090220487621,1.0039302563674892,1.1878765681272885,2022
Ann,MM (VW),SUE,1.1069114745802777,1.0560776739767679,5.083380060350984,2022
Ann,MM (VW),TSUE,1.069073205605049,1.049280064863485,1.9793140741563908,2022
Ann,FFC,SUE,1.06806836080036,1.041599923189649,2.646843761071116,2022
Ann,FFC,TSUE,1.0783158717507186,1.0337006954225323,4.461517632818635,2022
FYE,Simple (EW),SUE,1.1357338447959058,1.0662155639510715,6.951828084483425,2023
FYE,Simple (EW),TSUE,1.1570084885789509,1.0269340151987871,13.007447338016377,2023
FYE,Simple (VW),SUE,1.0194810737287279,0.9543169783855839,6.516409534314393,2023
FYE,Simple (VW),TSUE,1.0413054434021138,0.9194812097016523,12.182423370046159,2023
FYE,MM (EW),SUE,0.991403293760392,0.9490804615758556,4.232283218453647,2023
FYE,MM (EW),TSUE,0.9555409647273645,0.9248922602538502,3.064870447351431,2023
FYE,MM (VW),SUE,0.9909691508146857,0.9553695262859748,3.5599624528710905,2023
FYE,MM (VW),TSUE,0.9538527217250009,0.9239857941675912,2.9866927557409717,2023
FYE,FFC,SUE,1.007156259608664,0.9810298157461733,2.6126443862490745,2023
FYE,FFC,TSUE,0.9656438825952218,0.9706192146031517,-0.4975332007929878,2023
Ann,Simple (EW),SUE,1.1417080188688553,1.0519142699603998,8.979374890845548,2023
Ann,Simple (EW),TSUE,1.1693607007886513,1.0283405700377521,14.102013075089914,2023
Ann,Simple (VW),SUE,0.9565569668435687,0.8805217968971331,7.603516994643567,2023
Ann,Simple (VW),TSUE,0.9794772797823404,0.8645994208352767,11.48778589470637,2023
Ann,MM (EW),SUE,1.0223201344526465,0.9591515216407775,6.316861281186892,2023
Ann,MM (EW),TSUE,0.9878193067590696,0.95667487723274,3.1144429526329565,2023
Ann,MM (VW),SUE,0.932230085566259,0.8813061538019816,5.092393176427734,2023
Ann,MM (VW),TSUE,0.9000265196934388,0.8804892162838858,1.9537303409553064,2023
Ann,FFC,SUE,1.0043460829027304,0.9747332811311678,2.961280177156267,2023
Ann,FFC,TSUE,0.9585712151479407,0.9644647445228202,-0.5893529374879414,2023
